SALES_ITEM_SK,SALES_ITEM_KEY,SALES_ITEM_DESC,SALES_ITEM_NM,SALES_ITEM_CATEGORY,PRODUCT_ITEM_NAME,PRODUCT_TYPE,MENU_TYPE,BUNDLE_TYPE,EVENT,DISCONTINUED_DATE,MODIFIED_TS,MEAT_BLOCK_FK,DIM_MARKET_FK
181,200021,1 Tropicana ORJ,Orange Juice (Reg),Beverage,Tropicana Orange Juice,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
182,200022,Fresh Milk,Fresh Milk,Beverage,Fresh Milk,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
183,200023,ICED MILO (M),Iced Milo (Med),Beverage,Milo,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
184,200025,7UP (R),7Up (Reg) ,Beverage,7Up,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
185,200026,7UP (M),7Up (Med),Beverage,7Up,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
186,200027,7UP (L),7Up (L),Beverage,7Up,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
187,200028,Mineral Water,1 Mineral Water,Beverage,Mineral Water,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
188,200029,Sjora (Reg),Sjora (Reg),Beverage,Sjora Mango Peach,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
189,200030,Nestea (R),Green Tea (Reg),Beverage,Green Tea,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
190,200031,Nestea (M),Green Tea (Med),Beverage,Green Tea,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
191,200032,Orange Juice,Orange Juice (Reg),Beverage,Orange Juice (Old),Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
192,200033,Pepsi Light Can,Pepsi Light,Beverage,Pepsi,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
193,200034,*SJORA W/O ICE,Sjora (Free),Beverage,Sjora Mango Peach,Permanent,LTO: LSM,Ala Carte,NULL,NULL,07:10.0,1,1
194,200035,*RMILO W/O ICE,Iced Milo (Free),Beverage,Milo,Permanent,LTO: LSM,Ala Carte,NULL,NULL,07:10.0,1,1
195,200036,*MMILO W/O ICE,Iced Milo (Free),Beverage,Milo,Permanent,LTO: LSM,Ala Carte,NULL,NULL,07:10.0,1,1
196,200050,SPZ M WATER(600ml),Mineral Water (Bottle),Beverage,Mineral Water,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
197,200051,Sjora (Med),Sjora (Reg),Beverage,Sjora Mango Peach,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
198,230201,Cone (Natural) Free,Froyo Cone,Desserts,Froyo (Natural),Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
199,240001,Hot Milo,Hot Milo,Beverage,Milo,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
200,240011,Hot Coffee,Hot Coffee,Beverage,Coffee,Permanent,Permanent: Standard,Add-on,NULL,NULL,47:12.1,1,1
201,240012,Hot Tea,Hot Tea,Beverage,Tea,Permanent,Permanent: Standard,Add-on,NULL,NULL,47:12.1,1,1
202,240013,Coffee without Milk,Coffee w/o Milk,Beverage,Coffee,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
203,240014,Tea without milk,Hot Tea,Beverage,Tea,Permanent,Permanent: Standard,Add-on,NULL,NULL,47:12.1,1,1
204,300003,Cheese Sauce,Cheese Sauce,Sides,Sauces/Dressing,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
205,300004,WP Gravy,Potato Gravy,Sides,Sauces/Dressing,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
206,300005,Mayonnaise,Mayonnaise,Sides,Sauces/Dressing,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
207,300006,OR Sauce,O.R Sauce,Sides,Sauces/Dressing,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
208,300009,Chicken Rice,1 Chicken Rice,Sides,Chicken Rice,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
209,300012,Curry Sauce,Curry Sauce,Sides,Sauces/Dressing,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
210,300013,Smoky BBQ Sauce,BBQ Sauce,Sides,Sauces/Dressing,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
211,300015,Sesame Dressing,Sesame Dressing,Sides,Sauces/Dressing,Permanent,Permanent: Standard,Ala Carte,NULL,NULL,07:10.0,1,1
212,311344,OR GRAVY-M,Original Recipe Gravy,Others,Others,Others,Others,Others,NULL,NULL,07:10.0,1,1
213,390001,MISC,Free Drink,Beverage,Others,Permanent,LTO: LSM,Ala Carte,NULL,NULL,07:10.0,1,1
214,400000,Coffee > Coffee without milk,Coffee > Coffee w/o Milk,Beverage,Coffee,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
215,400004,Coffee > Tea without milk,Coffee > Tea w/o Milk,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
216,400005,Coffee > Hot Tea,Coffee > HotTea,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
217,400009,Hot Coffee > Tropicana OJ,Orange Juice (Reg),Beverage,Tropicana Orange Juice,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
218,400010,Coffee > Fresh Milk,Fresh Milk,Beverage,Fresh Milk,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
219,400011,Coffee > Hot Milo,Hot milo,Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
220,400012,Coffee > Iced Milo (R),Iced Milo (Reg),Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
221,400014,Coffee > Pepsi (R),Coffee > Pepsi (Reg),Beverage,Pepsi,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
222,400015,Coffee > Pepsi (M),Pepsi (Med),Beverage,Pepsi,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
223,400017,Coffee > Iced Lemon Tea (R),Iced Lemon Tea (Reg),Beverage,Iced Lemon Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
224,400018,Coffee > Iced Lemon Tea (M),Iced Lemon Tea (Med),Beverage,Iced Lemon Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
225,400026,Coffee > Mountain Dew (R),Mountain Dew (Reg),Beverage,Mountain Dew,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
226,400027,Coffee > Mountain Dew (M),Mountain Dew (Med),Beverage,Mountain Dew,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
227,400029,Coffee > Rootbeer (R),Rootbeer (Reg),Beverage,Rootbeer,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
228,400030,Tradeup > Rootbeer (M),Rootbeer (Med),Beverage,Rootbeer,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
229,400032,Coffee > Iced Milo (M),Iced Milo (Med),Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
230,400034,Coffee > 7up (R),Coffee > 7Up (Reg) ,Beverage,7Up,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
231,400035,Coffee > 7up (M),Coffee > 7Up (Med),Beverage,7Up,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
232,400037,Coffee > Mineral Water,Mineral Water (Bottle),Beverage,Mineral Water,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
233,400038,Coffee > Sjora,Sjora (Reg),Beverage,Sjora Mango Peach,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
234,400039,Coffee > Green Tea (R) ,Green Tea (Reg),Beverage,Green Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
235,400040,Coffee > Green Tea (M) ,Green Tea (Med),Beverage,Green Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
236,400041,Coffee > Orange Juice,Orange Juice (Reg),Beverage,Orange Juice (Old),LTO,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
237,400044,Coffee > Pepsi Light Can,Pepsi Light (Can),Beverage,Pepsi,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
238,400046,Sjora Free,Coffee > Sjora,Beverage,Sjora,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
239,400047,Coffee > Sjora (Med),Sjora (Med),Beverage,Sjora Mango Peach,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
240,400066,Reg Iced Milo > Tropicana OJ,Orange Juice (Reg),Beverage,Tropicana Orange Juice,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
241,400067,RIM>HOT MILO,Hot milo,Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
242,400068,RIM>COFFEE,RIM > Coffee,Beverage,Coffee,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
243,400069,RIM>IMILO(MED),Iced Milo (Med),Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
244,400070,Reg Iced Milo > Med Nestle Sjora,Sjora (Med),Beverage,Sjora Mango Peach,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
245,400077,Reg Iced Milo > Coffee w/o Milk,Iced Milo (Reg) > Coffee w/o Milk,Beverage,Coffee,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
246,400078,Reg Iced Milo > Tea w/o Milk,Iced Milo (Reg) > Tea w/o Milk,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
247,400079,Reg Iced Milo > Tea w/Milk,Iced Milo (Reg) > Tea w Milk,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
248,400080,Reg Iced Milo > Milk,Fresh Milk,Beverage,Fresh Milk,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
249,400081,Reg Iced Milo > Mineral Water,Mineral Water (Bottle),Beverage,Mineral Water,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
250,400082,Reg Iced Milo > reg Nestea Green Tea,Green Tea (Reg),Beverage,Green Tea,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
251,400083,Reg Iced Milo > med Nestea Green Tea,Green Tea (Med),Beverage,Green Tea,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
252,400084,Reg Iced Milo > reg Pepsi,Iced Milo (Reg) > Pepsi (Reg),Beverage,Pepsi,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
253,400085,RIM>7UP -R,RIM > 7Up (Reg) ,Beverage,7Up,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
254,400086,Reg Iced Milo > reg Mountain Dew,Mountain Dew (Reg),Beverage,Mountain Dew,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
255,400087,Reg Iced Milo > reg Mug Rootbeer,Rootbeer (Reg),Beverage,Rootbeer,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
256,400088,Reg Iced Milo > med Pepsi,Pepsi (Med),Beverage,Pepsi,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
257,400089,Reg Iced Milo > med 7-Up,Iced Milo (Reg) > 7Up (Med),Beverage,7Up,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
258,400090,RIM>MT DEW -M,Mountain Dew (Med),Beverage,Mountain Dew,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
259,400091,RIM>RT BEER -M,Rootbeer (Med),Beverage,Rootbeer,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
260,400092,Reg Iced Milo > can Pepsi Light,Pepsi Light (Can),Beverage,Pepsi,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
261,400093,Reg Iced Milo > reg Lipton Iced Tea,Iced Milo (Reg) > Lipton Iced tea (Reg),Beverage,Iced Lemon Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
262,400094,Reg Iced Milo > med Lipton Iced Tea,Iced Milo (Reg) > Lipton Iced tea (Med),Beverage,Iced Lemon Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
263,400096,Reg Iced Milo > Reg Nestle Sjora,Sjora (Reg),Beverage,Sjora Mango Peach,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
264,400097,Iced Milo (R) > Orange Juice,Orange Juice (Reg),Beverage,Orange Juice (Old),LTO,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
265,400101,Pepsi (R) > Hot Coffee,Pepsi (Reg) > Coffee,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
266,400102,Pepsi (R) > Hot Tea,Pepsi (Reg) > Tea,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
267,400107,Pepsi (R) > Fresh Milk,Fresh Milk,Beverage,Fresh Milk,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
268,400108,Pepsi (R) > Hot Milo,Hot milo,Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
269,400109,Pepsi (R) > Iced Milo (R) ,Iced Milo (Reg),Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
270,400110,Pepsi (R) > Pepsi (M),Pepsi (Med),Beverage,Pepsi,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
271,400111,Pepsi (R) > Pepsi (L),Pepsi (L),Beverage,Pepsi,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
272,400112,Pepsi (R) > Ice Lemon Tea (R),Iced Lemon Tea (Reg),Beverage,Iced Lemon Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
273,400113,Pepsi (R) > Ice Lemon Tea (M),Iced Lemon Tea (Med),Beverage,Iced Lemon Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
274,400114,Pepsi (R) > Iced Lemon Tea (L),Iced Lemon Tea (L),Beverage,Iced Lemon Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
275,400122,Pepsi (R) > Mountain Dew (R),Mountain Dew (Reg),Beverage,Mountain Dew,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
276,400123,Pepsi (R) > Mountain Dew (M),Mountain Dew (Med),Beverage,Mountain Dew,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
277,400124,Pepsi (R) > Mountain Dew (L),Mountain Dew (L),Beverage,Mountain Dew,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
278,400125,Pepsi (R) > Rootbeer (R),Rootbeer (Reg),Beverage,Rootbeer,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
279,400126,Pepsi (R) > Rootbeer (M),Rootbeer (Med),Beverage,Rootbeer,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
280,400127,Pepsi (R) > Rootbeer (L),Rootbeer (Reg),Beverage,Rootbeer,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
281,400128,Pepsi (R) > Iced Milo (M) ,Iced Milo (Med),Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
282,400130,Pepsi (R) > 7up (R),Pepsi (Reg) > 7Up (Reg) ,Beverage,7Up,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
283,400131,Pepsi (R) > 7up (M),7Up (Med),Beverage,7Up,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
284,400132,Pepsi (R) > 7up (L),7Up (Large),Beverage,7Up,Permanent,Permanent: Standard,Trade-up,NULL,NULL,47:12.1,1,1
285,400133,Pepsi (R) > Mineral Water,Mineral Water (Bottle),Beverage,Mineral Water,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
286,400134,Pepsi (R) > Sjora,Sjora (Reg),Beverage,Sjora Mango Peach,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
287,400135,Pepsi (R) > Green Tea (R),Green Tea (Reg),Beverage,Green Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
288,400136,Pepsi (R) > Green Tea (M),Green Tea (Med),Beverage,Green Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
289,400137,Pepsi (R) > Orange Juice,Orange Juice (Reg),Beverage,Orange Juice (Old),LTO,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
290,400138,Pepsi (R) > Coffee without milk,Pepsi (Reg) > Coffee w/o Milk,Beverage,Coffee,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
291,400139,Pepsi (R) > Pepsi Light Can,Pepsi Light (Can),Beverage,Pepsi,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
292,400144,Pepsi (R) > Tea without milk,Pepsi (Reg) > Tea w/o Milk,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
293,400150,KZ-RP>SPZ WATER,Mineral Water (Bottle),Beverage,Mineral Water,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
294,400151,Pepsi (R) > Sjora (M),Sjora (Med),Beverage,Sjora Mango Peach,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
295,400152,Reg Pepsi > Tropicana OJ,Orange Juice (Reg),Beverage,Tropicana Orange Juice,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
296,400302,Pepsi (M) > Iced Lemon Tea (M),Iced Lemon Tea (Med),Beverage,Iced Lemon Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
297,400303,Pepsi (M) > Iced Lemon Tea (L),Iced Lemon Tea (L),Beverage,Iced Lemon Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
298,400304,Pepsi (M) > Iced Milo (R),Iced Milo (Reg),Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
299,400305,Pepsi (M) > Iced Milo (M),Iced Milo (Med),Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
300,400307,Med Pepsi > Tropicana OJ,Orange Juice (Reg),Beverage,Tropicana Orange Juice,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
301,400309,Pepsi (M) > Mineral Water,Mineral Water (Bottle),Beverage,Mineral Water,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
302,400312,Pepsi (M) > Fresh Milk,Fresh Milk,Beverage,Fresh Milk,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
303,400313,Pepsi (M) > Sjora,Sjora (Reg),Beverage,Sjora Mango Peach,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
304,400314,Pepsi (M) > Orange Juice,Orange Juice (Reg),Beverage,Orange Juice (Old),LTO,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
305,400315,Pepsi (M) > Ice Lemon Tea (R),Iced Lemon Tea (Reg),Beverage,Iced Lemon Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
306,400316,Pepsi (M) > Green Tea (R),Green Tea (Reg),Beverage,Green Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
307,400317,Pepsi (M) > Green Tea (M),Green Tea (Med),Beverage,Green Tea,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
308,400320,Pepsi (M) > Coffee,Pepsi (Med) > Coffee,Beverage,Coffee,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
309,400321,Pepsi (M) > Hot Tea,Pepsi (Med) > Tea,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
310,400322,Pepsi (M) > Hot Milo,Pepsi (Med) > Coffee w/o Milk,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
311,400324,Pepsi (M) > Pepsi (R) ,Pepsi (Med) > Tea w/o Milk,Beverage,Pepsi,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
312,400325,Pepsi (M) > Pepsi Light Can,Pepsi Light (Can),Beverage,Pepsi,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
313,400326,Pepsi (M) > 7 Up (M) ,Pepsi (Med) > 7Up (Med),Beverage,7Up,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
314,400327,Pepsi (M) > Mt Dew (M) ,Mountain Dew (Med),Beverage,Mountain Dew,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
315,400328,Pepsi (M) > Rootbeer (M) ,Rootbeer (Med),Beverage,Rootbeer,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
316,400329,Pepsi (M) > 7 Up (R) ,Pepsi (Med) > 7Up (Reg) ,Beverage,7Up,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
317,400330,Pepsi (M) > Mt Dew (R) ,Mountain Dew (Reg),Beverage,Mountain Dew,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
318,400331,Pepsi (M) > Rootbeer (R) ,Rootbeer (Reg),Beverage,Rootbeer,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
319,400333,Pepsi (M) > Sjora (M),Sjora (Med),Beverage,Sjora Mango Peach,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
320,400334,Med Pepsi > Coffee w/o Milk,Pepsi (Med) > Coffee w/o Milk,Beverage,Coffee,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
321,400335,Med Pepsi > Tea w/o Milk,Pepsi (Med) > Tea w/o Milk,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
322,400400,SJ>SJORA -M 30c,Sjora (Med),Beverage,Sjora Mango Peach,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
323,400401,Sjora > Pepsi (R),Sjora > Pepsi (Reg),Beverage,Pepsi,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
324,400402,Sjora > Iced Milo (M),Iced Milo (Med),Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
325,400403,Sjora > Tropicana Orange Juice,Orange Juice (Reg),Beverage,Tropicana Orange Juice,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
326,400404,Sjora > Iced Lemon Tea (L),Sjora > Iced Lemon Tea (Large),Beverage,Iced Lemon Tea,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
327,400408,Sjora > Green Tea (R) ,Green Tea (Reg),Beverage,Green Tea,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
328,400409,Sjora > Green Tea (M),Green Tea (Med),Beverage,Green Tea,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
329,400410,Sjora > Iced Milo (R) ,Iced Milo (Reg),Beverage,Milo,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
330,400411,Sjora > Orange Juice,Orange Juice (Reg),Beverage,Orange Juice (Old),LTO,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
331,400414,Sjora > Pepsi Light Can,Pepsi Light (Can),Beverage,Pepsi,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
333,400415,SJ>7UP(R),Sjora > 7Up (Reg) ,Beverage,7Up,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
334,400416,SJ>7UP(M),Sjora > 7Up (Med),Beverage,7Up,Permanent,Permanent: Standard,Change,NULL,NULL,47:12.1,1,1
335,400417,SJ>MT DEW(R),Mountain Dew (Reg),Beverage,Mountain Dew,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
336,400418,SJ>MT DEW(M),Mountain Dew (Med),Beverage,Mountain Dew,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
337,400419,SJ>RT BEER(R),Rootbeer (Reg),Beverage,Rootbeer,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
338,400420,SJ>RT BEER(M),Rootbeer (Med),Beverage,Rootbeer,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
339,400421,SJ>PEPSI(M),Pepsi (Med),Beverage,Pepsi,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
340,400422,SJ>IL TEA(R),Iced Lemon Tea (Reg),Beverage,Iced Lemon Tea,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
341,400423,SJ>MWATER,Mineral Water (Bottle),Beverage,Mineral Water,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
342,400424,SJ>MILK,Fresh Milk,Beverage,Fresh Milk,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
343,400425,SJ>COFFEE,Hot Coffee,Beverage,Coffee,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
344,400426,SJ>CF W/O MILK,Sjora > Coffee w/o Milk,Beverage,Coffee,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
345,400427,SJ>TEA,Hot Tea,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
346,400428,SJ>TEA W/O MILK,Sjora > Tea w/o Milk,Beverage,Tea,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
347,400429,SJ>HOT MILO,Hot milo,Beverage,Milo,Permanent,Permanent: Standard,Trade-up,NULL,NULL,07:10.0,1,1
348,400430,4RSJ>BTL PEP,Sjora > Bottled Pepsi,Beverage,Pepsi,Permanent,Permanent: Standard,Change,NULL,NULL,07:10.0,1,1
